//////////////////////////////////////////////////////////////////////////////////////////
//
//            FILTERTAB.TXT
//
//    Table listing the different edition and deletion filters to be applied on the
//    "universal" TADB database.
//
//    There is one filter per line and their formats (DELETE and EDIT operations) are:
//
//    ClassName;Table_ID;ID;DELETE
//    ClassName(CDB_TAProduct);Table_ID;ID;EDIT;FAM_ID;CONN_ID;VERS_ID;<=PN_ID;deleted,available,hidden,fixed,mask1,int1;Priority
//
//      Table_ID:    table to which the object of class ClassName belongs, may be blank
//      ID:            ID of the object of class ClassName, may be blank
//      FAM_ID:        Family for which CDB_TAProduct derived objects will be considered, may be blank
//      CONN_ID:    Connection for which CDB_TAProduct derived objects will be considered, may be blank
//      VERS_ID:    Version for which CDB_TAProduct derived objects will be considered, may be blank
//      PN_ID:        PN for(==), above(>=) or below(<=) which CDB_TAProduct derived objects will be considered, may be blank
//      available:    flag indicating if the object is available
//      hidden:        flag indicating if the object is hidden            (string composed as d,a,h,f,m1,i1 may be blank)
//      mask1:        mask for int1 (0x00000001 to change bit 0; 0x0000000C to change bits 2 and 3)
//      int1:        integer for additional flagging (bit0 is InCBI flag; enter 0x00000001 to set it to one)
//      Priority:    flag indicating if the object is deleted, may be blank
//      -d [TA-Product ID]:     position 11, for debugging a line, will throw a debugbreak in hyselect when this line is applied; TA-Product ID is optional
//////////////////////////////////////////////////////////////////////////////////////////

//////////////////////////////////////////////////////////////////////////////////////////
// Deletions of reference to valves to be considered as potential measuring valves.
// (It is the filter of the 'CData' class for deleting).
//////////////////////////////////////////////////////////////////////////////////////////
// ClassName                ; Table_ID             ; ID                   ; DELETE
//----------------------------------------------------------------------------------------
// 2018-06-13 - all old STAD valves are now deleted.
CDB_StringID                ; MEASVALV_TAB         ; MVFAM_3              ; DELETE    // FAM_STAD VERS_DRAIN12
CDB_StringID                ; MEASVALV_TAB         ; MVFAM_4              ; DELETE    // FAM_STAD VERS_DRAIN34
CDB_StringID                ; MEASVALV_TAB         ; MVFAM_9              ; DELETE    // FAM_STAD VERS_NODRAIN (for Jpn only)
CDB_StringID                ; MEASVALV_TAB         ; MVFAM_11             ; DELETE    // FAM_STAD VERS_DRAIN34 NPS

CDB_StringID                ; MEASVALV_TAB         ; MVFAM_7              ; DELETE    // FAM_MD60
CDB_StringID                ; MEASVALV_TAB         ; MVFAM_8              ; DELETE    // FAM_MDF3

// We exclude STAD* Nordic version (drain 1/2").
CDB_StringID                ; MEASVALV_TAB         ; MVFAM_15             ; DELETE    // FAM_STAD* VERS_DRAIN12

// We exclude STAD* US Version (without drain).
CDB_StringID                ; MEASVALV_TAB         ; MVFAM_16             ; DELETE    // FAM_STAD* VERS_NODRAIN

//////////////////////////////////////////////////////////////////////////////////////////
// Hide pipe series (It is the filter of the 'CData' class for editing).
//////////////////////////////////////////////////////////////////////////////////////////
// ClassName                ; Table                ; ID                   ; EDIT ; a,h
//---------------------------------------------------------------
CTable                      ; PIPE_TAB             ; STEEL_NBN            ; EDIT ; 1,1
CTable                      ; PIPE_TAB             ; STEEL_NF1            ; EDIT ; 1,1
CTable                      ; PIPE_TAB             ; STEEL_NF2            ; EDIT ; 1,1
CTable                      ; PIPE_TAB             ; CU_NF                ; EDIT ; 1,1
CTable                      ; PIPE_TAB             ; HENCO                ; EDIT ; 1,1
CTable                      ; PIPE_TAB             ; +GF+ABS              ; EDIT ; 1,1
CTable                      ; PIPE_TAB             ; +GF+PE               ; EDIT ; 1,1
CTable                      ; PIPE_TAB             ; +GF+PE100            ; EDIT ; 1,1
CTable                      ; PIPE_TAB             ; CLIMAT_FASER         ; EDIT ; 1,1
CTable                      ; PIPE_TAB             ; FUSIOT_FASER         ; EDIT ; 1,1
CTable                      ; PIPE_TAB             ; STEEL_PN74200        ; EDIT ; 1,1
CTable                      ; PIPE_TAB             ; STEEL_PN74219        ; EDIT ; 1,1
CTable                      ; PIPE_TAB             ; STEEL_PN74244        ; EDIT ; 1,1

//////////////////////////////////////////////////////////////////////////////////////////
/// Editions of valves (It is the filter of the 'CDB_TAProduct' class).
////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////
// ClassName                ; Table                ; ID                   ; EDIT ; FAM_ID               ; CONN_ID           ; VERS_ID         ; <=PN_ID ; a,h ; m1,i1                 ; Priority ; -d IDBROL
//-------------------------------------------------------------------------------------------------------------------------------------
// We exclude Nordic version.
CDB_RegulatingValve         ; REGVALV_TAB          ; STAD*10B_BV          ; EDIT ;                      ;                   ;                 ;         ; 0,0 ;                       ;          ; 
CDB_DpController            ; DPCONTR_TAB          ;                      ; EDIT ; FAM_MULTISET_DPC     ;                   ;                 ;         ; 0,0 ;                       ;          ; 

CDB_RegulatingValve         ; REGVALV_TAB          ;                      ; EDIT ; FAM_MD62             ;                   ;                 ;         ; 0,0 ;                       ;          ; 
CDB_RegulatingValve         ; REGVALV_TAB          ;                      ; EDIT ; FAM_STAS             ;                   ;                 ;         ; 0,0 ;                       ;          ; 
CDB_RegulatingValve         ; REGVALV_TAB          ;                      ; EDIT ; FAM_TBV              ;                   ;                 ;         ; 0,0 ;                       ;          ; 
CDB_ControlValve            ; BALCTRLVALV_TAB      ;                      ; EDIT ; FAM_TBV-C            ;                   ;                 ;         ; 0,0 ;                       ;          ; 
CDB_ControlValve            ; REGVALV_TAB          ;                      ; EDIT ; FAM_TPV-C            ;                   ;                 ;         ; 0,0 ;                       ;          ; 
CDB_RegulatingValve         ; REGVALV_TAB          ;                      ; EDIT ; FAM_STAF             ;                   ;                 ;         ; 1,0 ;                       ;          ; 
CDB_RegulatingValve         ; REGVALV_TAB          ;                      ; EDIT ; FAM_STAF*            ;                   ;                 ;         ; 1,0 ;                       ;          ; 
CDB_RegulatingValve         ; REGVALV_TAB          ;                      ; EDIT ; FAM_STAF-R           ;                   ;                 ;         ; 1,0 ;                       ;          ; 
CDB_RegulatingValve         ; REGVALV_TAB          ;                      ; EDIT ; FAM_STAF-R*          ;                   ;                 ;         ; 1,0 ;                       ;          ; 
CDB_RegulatingValve         ; REGVALV_TAB          ;                      ; EDIT ; FAM_MDF3             ;                   ;                 ;         ; 0,0 ;                       ;          ; 
CDB_RegulatingValve         ; REGVALV_TAB          ;                      ; EDIT ; FAM_MDF3SG           ;                   ;                 ;         ; 0,0 ;                       ;          ; 
CDB_RegulatingValve         ; REGVALV_TAB          ;                      ; EDIT ; FAM_STAG             ;                   ;                 ;         ; 1,0 ;                       ;          ; 
CDB_RegulatingValve         ; REGVALV_TAB          ;                      ; EDIT ; FAM_STAG*_G          ;                   ;                 ;         ; 1,0 ;                       ;          ; 
CDB_RegulatingValve         ; REGVALV_TAB          ;                      ; EDIT ; FAM_TA240            ;                   ;                 ;         ; 0,0 ;                       ;          ; 
CDB_RegulatingValve         ; REGVALV_TAB          ;                      ; EDIT ; FAM_TA243            ;                   ;                 ;         ; 0,0 ;                       ;          ; 
CDB_RegulatingValve         ; REGVALV_TAB          ;                      ; EDIT ; FAM_STA              ;                   ;                 ;         ; 0,0 ;                       ;          ; 
CDB_RegulatingValve         ; REGVALV_TAB          ;                      ; EDIT ; FAM_MDF2             ;                   ;                 ;         ; 0,0 ;                       ;          ; 
CDB_RegulatingValve         ; REGVALV_TAB          ;                      ; EDIT ; FAM_MDF2SG           ;                   ;                 ;         ; 0,0 ;                       ;          ; 
CDB_RegulatingValve         ; REGVALV_TAB          ;                      ; EDIT ; FAM_MDF2GE           ;                   ;                 ;         ; 0,0 ;                       ;          ; 
CDB_RegulatingValve         ; REGVALV_TAB          ;                      ; EDIT ; FAM_RADITRIM         ;                   ;                 ;         ; 0,0 ;                       ;          ; 
CDB_RegulatingValve         ; REGVALV_TAB          ;                      ; EDIT ; FAM_RADITRIMA        ;                   ;                 ;         ; 0,0 ;                       ;          ; 
CDB_RegulatingValve         ; REGVALV_TAB          ;                      ; EDIT ; FAM_TRIMA            ;                   ;                 ;         ; 0,0 ;                       ;          ; 
CDB_RegulatingValve         ; REGVALV_TAB          ;                      ; EDIT ; FAM_TRIM             ;                   ;                 ;         ; 0,0 ;                       ;          ; 
CDB_RegulatingValve         ; REGVALV_TAB          ;                      ; EDIT ; FAM_STK              ;                   ;                 ;         ; 0,0 ;                       ;          ; 
CDB_RegulatingValve         ; REGVALV_TAB          ;                      ; EDIT ; FAM_TRIMK            ;                   ;                 ;         ; 0,0 ;                       ;          ; 
CDB_FixedOrifice            ; REGVALV_TAB          ;                      ; EDIT ; FAM_TALOOP           ;                   ;                 ;         ; 0,0 ;                       ;          ; 
CDB_FixedOrifice            ; REGVALV_TAB          ;                      ; EDIT ; FAM_MD01             ;                   ;                 ;         ; 0,0 ;                       ;          ; 
CDB_FixedOrifice            ; REGVALV_TAB          ;                      ; EDIT ; FAM_MD02             ;                   ;                 ;         ; 0,0 ;                       ;          ; 
CDB_FixedOrifice            ; REGVALV_TAB          ;                      ; EDIT ; FAM_MD03             ;                   ;                 ;         ; 0,0 ;                       ;          ; 
CDB_FixedOrifice            ; REGVALV_TAB          ;                      ; EDIT ; FAM_MDF0             ;                   ;                 ;         ; 0,0 ;                       ;          ; 
CDB_FixedOrifice            ; REGVALV_TAB          ;                      ; EDIT ; FAM_MD11             ;                   ;                 ;         ; 0,0 ;                       ;          ; 
CDB_FixedOrifice            ; REGVALV_TAB          ;                      ; EDIT ; FAM_MD12             ;                   ;                 ;         ; 0,0 ;                       ;          ; 
CDB_FixedOrifice            ; REGVALV_TAB          ;                      ; EDIT ; FAM_MD13             ;                   ;                 ;         ; 0,0 ;                       ;          ; 
CDB_VenturiValve            ; REGVALV_TAB          ;                      ; EDIT ; FAM_STAV             ;                   ;                 ;         ; 0,0 ;                       ;          ; 

CDB_RegulatingValve         ; REGVALV_TAB          ;                      ; EDIT ; FAM_REGUTEC          ;                   ;                 ;         ; 1,0 ;                       ;          ; 
CDB_RegulatingValve         ; REGVALV_TAB          ;                      ; EDIT ; FAM_REGULUX          ;                   ;                 ;         ; 1,0 ;                       ; 3        ; 
CDB_RegulatingValve         ; REGVALV_TAB          ;                      ; EDIT ; FAM_VEKOLUX          ;                   ;                 ;         ; 1,0 ;                       ; 3        ; 
CDB_RegulatingValve         ; REGVALV_TAB          ;                      ; EDIT ; FAM_VEKOTEC          ;                   ;                 ;         ; 1,0 ;                       ;          ; 
CDB_ThermostaticValve       ; TRVALV_TAB           ;                      ; EDIT ; FAM_TRV2             ;                   ;                 ;         ; 0,0 ;                       ;          ; 
CDB_ThermostaticValve       ; TRVALV_TAB           ;                      ; EDIT ; FAM_TRV2S            ;                   ;                 ;         ; 0,0 ;                       ;          ; 
CDB_ThermostaticValve       ; TRVALV_TAB           ;                      ; EDIT ; FAM_HEIMSTD          ;                   ;                 ;         ; 1,0 ;                       ; 3        ; 
CDB_ThermostaticValve       ; TRVALV_TAB           ;                      ; EDIT ; FAM_HEIMLR           ;                   ;                 ;         ; 1,0 ;                       ; 5        ; 
CDB_ThermostaticValve       ; TRVALV_TAB           ;                      ; EDIT ; FAM_HEIMRF           ;                   ;                 ;         ; 1,0 ;                       ; 7        ; 
CDB_ThermostaticValve       ; TRVALV_TAB           ;                      ; EDIT ; FAM_HEIMRF_V         ;                   ;                 ;         ; 1,0 ;                       ; 7        ; 
CDB_ThermostaticValve       ; TRVALV_TAB           ;                      ; EDIT ; FAM_HEIMRF_E         ;                   ;                 ;         ; 1,0 ;                       ; 7        ; 
CDB_ThermostaticValve       ; TRVALV_TAB           ;                      ; EDIT ; FAM_MIKROTHERM       ;                   ;                 ;         ; 1,0 ;                       ;          ; 
CDB_ThermostaticValve       ; TRVALV_TAB           ;                      ; EDIT ; FAM_VHV              ;                   ;                 ;         ; 1,0 ;                       ;          ; 
CDB_ThermostaticValve       ; TRVALV_TAB           ;                      ; EDIT ; FAM_VHF              ;                   ;                 ;         ; 1,0 ;                       ;          ; 

CDB_ThermostaticValve       ; TRVALV_TAB           ;                      ; EDIT ; FAM_CALYPSO          ;                   ;                 ;         ; 1,0 ;                       ;          ; 
CDB_ThermostaticValve       ; TRVALV_TAB           ;                      ; EDIT ; FAM_CALYEXACT        ;                   ;                 ;         ; 1,0 ;                       ;          ; 
CDB_ThermostaticValve       ; TRVALV_TAB           ;                      ; EDIT ; FAM_CALYPSOTRV3      ;                   ;                 ;         ; 0,0 ;                       ;          ; 
CDB_ThermostaticValve       ; TRVALV_TAB           ;                      ; EDIT ; FAM_CALYPSOZ         ;                   ;                 ;         ; 0,0 ;                       ;          ; 
CDB_FlowLimitedControlValve ; FLCTRLVALV_TAB       ;                      ; EDIT ; FAM_ECLIPSE          ;                   ;                 ;         ; 0,0 ;                       ;          ; 
CDB_FlowLimitedControlValve ; FLCTRLVALV_TAB       ;                      ; EDIT ; FAM_ECLIPSEZ         ;                   ;                 ;         ; 0,0 ;                       ;          ; 
CDB_FlowLimitedControlValve ; FLCTRLVALV_TAB       ;                      ; EDIT ; FAM_ECLIPSE_F        ;                   ;                 ;         ; 1,0 ;                       ;          ; 
CDB_FlowLimitedControlValve ; FLCTRLVALV_TAB       ;                      ; EDIT ; FAM_ECLIPSE_S        ;                   ;                 ;         ; 0,0 ;                       ;          ; 
CDB_FlowLimitedControlValve ; FLCTRLVALV_TAB       ;                      ; EDIT ; FAM_ECLIPSE_SD       ;                   ;                 ;         ; 0,0 ;                       ;          ; 

CDB_DpController            ; DPCONTR_TAB          ;                      ; EDIT ; FAM_DA516            ;                   ;                 ;         ;     ;                       ; 5        ; 
//CDB_DpController            ; DPCONTR_TAB          ;                      ; EDIT ; FAM_DA50             ;                   ;                 ;         ;     ;                       ; 7        ;  ** Deleted**

CDB_RegulatingValve         ; REGVALV_TAB          ;                      ; EDIT ;                      ;                   ; VERS_VITON      ;         ; 0,0 ;                       ;          ; 
CDB_RegulatingValve         ; REGVALV_TAB          ;                      ; EDIT ; FAM_STAF-SG          ;                   ;                 ; >=PN_5  ; 1,0 ;                       ; 3        ; 
CDB_RegulatingValve         ; REGVALV_TAB          ;                      ; EDIT ; FAM_STAF-SG*_SG      ;                   ;                 ; >=PN_5  ; 1,0 ;                       ; 3        ;
CDB_RegulatingValve         ; REGVALV_TAB          ;                      ; EDIT ; FAM_STAF-SG          ;                   ; VERS_US         ;         ; 0,0 ;                       ; 3        ; 
CDB_RegulatingValve         ; REGVALV_TAB          ;                      ; EDIT ; FAM_STAF-SG*_SG      ;                   ; VERS_US         ;         ; 0,0 ;                       ; 3        ; 
CDB_RegulatingValve         ; REGVALV_TAB          ;                      ; EDIT ; FAM_STAG*_G      	;                   ; VERS_US         ;         ; 0,0 ;                       ;          ; 
CDB_RegulatingValve         ; REGVALV_TAB          ;                      ; EDIT ; FAM_STAG          	;                   ; VERS_US         ;         ; 0,0 ;                       ;          ; 
CDB_RegulatingValve         ; REGVALV_TAB          ;                      ; EDIT ; FAM_TA240            ;                   ; VERS_NBR        ;         ;     ;                       ; 3        ; 
CDB_RegulatingValve         ; REGVALV_TAB          ;                      ; EDIT ; FAM_TA243            ;                   ; VERS_NBR        ;         ;     ;                       ; 3        ; 
 
CDB_DpController            ; DPCONTR_TAB          ;                      ; EDIT ; FAM_STAP             ; CONN_SMTHEND      ;                 ;         ;     ;                       ; 3        ; 
CDB_DpController            ; DPCONTR_TAB          ;                      ; EDIT ; FAM_STAP             ; CONN_THREAD       ;                 ;         ; 0,0 ;                       ;          ; 
CDB_DpController            ; DPCONTR_TAB          ;                      ; EDIT ; FAM_STAP             ; CONN_THREADN      ;                 ;         ; 0,0 ;                       ;          ; 
CDB_DpController            ; DPCONTR_TAB          ;                      ; EDIT ; FAM_STAP             ; CONN_FLANGE       ;                 ;         ; 0,0 ;                       ;          ; 
CDB_DpController            ; DPCONTR_TAB          ;                      ; EDIT ; FAM_DA516            ; CONN_THREAD       ;                 ;         ; 0,0 ;                       ;          ; 
CDB_DpController            ; DPCONTR_TAB          ;                      ; EDIT ; FAM_DA516            ; CONN_THREADM      ;                 ;         ; 0,0 ;                       ;          ; 
CDB_DpController            ; DPCONTR_TAB          ;                      ; EDIT ; FAM_DA516            ; CONN_WELDING      ;                 ;         ; 0,0 ;                       ;          ; 
CDB_DpController            ; DPCONTR_TAB          ;                      ; EDIT ; FAM_DA516            ; CONN_FLANGE       ;                 ;         ; 0,0 ;                       ;          ; 
//CDB_DpController            ; DPCONTR_TAB          ;                      ; EDIT ; FAM_DA50             ; CONN_FLANGE       ;                 ;         ; 0,0 ;                       ;          ;  **Deleted**
CDB_DpController            ; DPCONTR_TAB          ;                      ; EDIT ; FAM_PILOT_R          ; CONN_FLANGE       ;                 ;         ; 0,0 ;                       ;          ; 
CDB_DpController            ; DPCONTR_TAB          ;                      ; EDIT ; FAM_PILOT_R          ; CONN_ANSIFL       ;                 ;         ; 1,0 ;                       ;          ; 
CDB_DpReliefValve           ; DPCONTR_TAB          ;                      ; EDIT ; FAM_BPV              ; CONN_THREADN      ;                 ;         ; 0,0 ;                       ;          ; 
CDB_DpReliefValve           ; DPCONTR_TAB          ;                      ; EDIT ; FAM_DAB50            ; 	                ; VERS_STD        ;         ; 0,0 ;                       ;          ; 
CDB_DpReliefValve           ; DPCONTR_TAB          ;                      ; EDIT ; FAM_DAB50            ; CONN_ANSIFL       ; VERS_US         ;         ; 1,0 ;                       ;          ; 

CDB_RegulatingValve         ; REGVALV_TAB          ; OLDMDF365_BV         ; EDIT ;                      ;                   ;                 ;         ; 0,0 ;                       ;          ; 
CDB_RegulatingValve         ; REGVALV_TAB          ; OLDMDF265_DRV        ; EDIT ;                      ;                   ;                 ;         ; 0,0 ;                       ;          ; 

// HYS-1526 : TA-Fusion-P should be displayed on "Show other available product" section.
CDB_PIControlValve          ; PICTRLVALV_TAB       ;                      ; EDIT ; FAM_FUSION_P         ;                   ;                 ;         ; 1,0 ;                       ; 3        ; 
CDB_ControlValve            ; BALCTRLVALV_TAB      ;                      ; EDIT ; FAM_FUSION_C         ; CONN_THREADN      ;                 ;         ; 1,0 ;                       ;          ; 
CDB_PIControlValve          ; PICTRLVALV_TAB       ;                      ; EDIT ; FAM_FUSION_P         ; CONN_THREADN      ;                 ;         ; 1,0 ;                       ;          ; 
CDB_ControlValve            ; BALCTRLVALV_TAB      ;                      ; EDIT ; FAM_FUSION_C         ; CONN_ANSIFL       ;                 ;         ; 1,0 ;                       ;          ; 
CDB_PIControlValve          ; PICTRLVALV_TAB       ;                      ; EDIT ; FAM_FUSION_P         ; CONN_ANSIFL       ;                 ;         ; 1,0 ;                       ;          ; 
CDB_ControlValve            ; BALCTRLVALV_TAB      ;                      ; EDIT ; FAM_FUSION_C         ; CONN_THREADNVIC   ;                 ;         ; 0,0 ;                       ;          ; 
CDB_PIControlValve          ; PICTRLVALV_TAB       ;                      ; EDIT ; FAM_FUSION_P         ; CONN_THREADNVIC   ;                 ;         ; 0,0 ;                       ;          ; 
